chunk_id,file_name,heading_path,start_line,end_line,tokens,anchor_fragment,jump_url,text,source_path,char_start,char_end,source_url
d1dcbb1e-6616-491f-a459-c455309213e7,Adjectives.md,"['Adjectives', 'The meaning of nouns and adjectives shouldn’t overlap']",139,150,80,#adjectives/the-meaning-of-nouns-and-adjectives-shouldnt-overlap,,"## The meaning of nouns and adjectives shouldn’t overlap
Don’t use an adjective if it repeats a quality or property that is part of the noun.
**Example**
> absolute perfection [Perfection is always absolute.]  
> added bonus [All bonuses are added.]  
> emergency situation [An emergency is always a situation.]  
> future prospect [Prospects are always in the future.]
---",Style Guide Content/Adjectives.md,5119,5492,
e5f6cbc7-2b9e-4d88-9dcb-f8512d4f41e2,Adjectives.md,"['Adjectives', 'Release notes']",151,157,76,#adjectives/release-notes,,"## Release notes
The digital edition gives an overview of adjectives based on the information from the sixth edition. It links to other pages that have detailed information on specific aspects of adjectives.
The sixth edition had information about adjectives in many different sections of the manual.
The Content Guide had only a brief mention of adjectives.",Style Guide Content/Adjectives.md,5494,5852,
ffb9a901-137e-4803-933c-3ffda44741e9,Adverbs.md,['Adverbs'],1,6,37,#adverbs,,"# Adverbs
Adverbs modify meaning when they’re added to a sentence. Use them occasionally to show people **how**, **when**, **where**, or **the extent to which** something happens.
---",Style Guide Content/Adverbs.md,0,183,
97715fbd-8ce9-4ff5-9a57-8d22ed43b57f,Adverbs.md,"['Adverbs', 'Guidance']",7,14,33,#adverbs/guidance,,"## Guidance
- Adverbs add more information about other types of words  
- Adverbs can affect clarity  
- Comparison with adverbs is by degree
---",Style Guide Content/Adverbs.md,185,330,
52f6b830-16d7-409f-ba3b-ea69fc8bbb13,Adverbs.md,"['Adverbs', 'Adverbs add more information about other types of words']",15,26,89,#adverbs/adverbs-add-more-information-about-other-types-of-words,,"## Adverbs add more information about other types of words
Adverbs modify verbs, adjectives and other adverbs. They often, but not always, end in **‘-ly’**.
**Example**
> The staff worked happily. [Modifies the verb ‘worked’]  
> The staff arrived early this morning. [Modifies the verb ‘arrived’]  
> She is a very dedicated worker. [Modifies the adjective ‘dedicated’]  
> You finished quite quickly. [Modifies the adverb ‘quickly’]
---",Style Guide Content/Adverbs.md,332,770,
b8c846a6-2fdc-4026-89cb-165ad2382e2b,Adverbs.md,"['Adverbs', 'Adverbs can affect clarity']",27,34,56,#adverbs/adverbs-can-affect-clarity,,"## Adverbs can affect clarity
Use adverbs sparingly. Remove any adverb that doesn’t play a critical function in a sentence.
Because adverbs are modifiers, they can affect clarity. A lack of clarity can cause users to lose trust in government content.
---",Style Guide Content/Adverbs.md,772,1026,
a15b9165-40f5-4834-bfcf-59e09b5dc43b,Adverbs.md,"['Adverbs', 'Comparison with adverbs is by degree']",35,65,263,#adverbs/comparison-with-adverbs-is-by-degree,,"## Comparison with adverbs is by degree
Like adjectives, adverbs can have degree to show or imply a comparison. In general, you simply add the word **‘more’** or **‘most’** in front of the adverb.
Depending on the context, some words can be adjectives or adverbs. Make sure you use the correct form.  
For example, **‘quickest’** is the adjective and **‘most quickly’** is the adverb.
**Example – Comparative**
> Bob spoke more quickly than Tom. [Uses ‘more’ to compare Tom’s and Bob’s speaking speed]
**Example – Superlative**
> Tom speaks more quickly than Bob, but Harry speaks the most quickly of them all. [Uses ‘most’ to compare Harry’s speaking speed to that of the others]
---
Not all adverbs follow this regular pattern of using **‘more’** or **‘most’** to show comparison. The following examples show irregular adverbs.
**Example**
> He spoke well, but she spoke better.  
> You finished work early, but they finished even earlier.
---
Adverbs don’t always show or imply comparison. These are called **positive adverbs**.
**Example**
> Tom spoke quickly. [Tom’s speaking speed is not compared with anything else.]  
> The staff worked happily. [We don’t know if they worked more happily than others.]
---",Style Guide Content/Adverbs.md,1028,2242,
7385fc4f-9130-4756-b2c5-d4b21cb7697e,Adverbs.md,"['Adverbs', 'Release notes']",66,72,65,#adverbs/release-notes,,"## Release notes
The digital edition provides an overview of adverbs. It gives examples of correct and incorrect use.
The sixth edition has substantial information about adverbs in different sections.
The *Content Guide* mentions adverbs in the advice on hyphens. It does not provide any other information about adverbs.",Style Guide Content/Adverbs.md,2244,2564,
29019c91-e466-474a-85d7-83fa3ba4fd5b,Apostrophes.md,['Apostrophes'],1,6,29,#apostrophes,,"# Apostrophes
Apostrophes show possession and contractions. Don’t use them in descriptive phrases or to make nouns and shortened forms plural.
---",Style Guide Content/Apostrophes.md,0,146,
f329f87f-50c5-415f-aaf9-7809920744d8,Apostrophes.md,"['Apostrophes', 'Guidance']",7,22,129,#apostrophes/guidance,,"## Guidance
- An apostrophe shows possession  
- Follow the possession rules for different types of nouns  
- A descriptive phrase doesn’t need an apostrophe  
- Add an apostrophe and ‘s’ to form a possessive shortened form  
- A possessive pronoun doesn’t need an apostrophe  
- Don’t use an apostrophe for an Australian place name  
- Don’t use an apostrophe for a period of time  
- An apostrophe shows a contraction  
- Don’t use an apostrophe to make a noun plural  
- An apostrophe can stand in for a sound  
- Some official names have apostrophes
---",Style Guide Content/Apostrophes.md,148,705,
e8ca62f6-b937-497b-b460-8fd8008c6d93,Apostrophes.md,"['Apostrophes', 'An apostrophe shows possession']",23,38,158,#apostrophes/an-apostrophe-shows-possession,,"## An apostrophe shows possession
When the first of 2 consecutive nouns has an apostrophe, it means those nouns have a relationship. If the first noun in a noun phrase has an apostrophe, it means the noun is related to the other words in the phrase.
The type of relationship shown by the apostrophe differs, but all are known collectively as **‘possessives’** and sometimes as **‘genitives’**.
On this page, **‘possession’** or **‘possessive’** means any relationship between nouns – or between words in a noun phrase – that is shown by an apostrophe.
**Example**
> This is Ariah’s desk.  
> We enjoy Adelaide’s music festivals.  
> They are the minister’s chief of staff.  
> It was a winter’s morning.
---",Style Guide Content/Apostrophes.md,707,1414,
e164f7c5-0fbb-4e92-ac3b-9ceb788a11b8,Apostrophes.md,"['Apostrophes', 'Follow the possession rules for different types of nouns']",39,61,411,#apostrophes/follow-the-possession-rules-for-different-types-of-nouns,,"## Follow the possession rules for different types of nouns
To correctly show possession by using an apostrophe, first ask, *‘Who or what is doing the possessing?’*
The apostrophe goes straight after the noun that is the answer.
There are possession rules for using an apostrophe, according to the type of noun.
| Noun type | Rule | Examples |
|-----------|------|----------|
| Singular noun | Add an apostrophe and ‘s’ | the committee’s report<br>our department’s plan<br>the bus’s passengers<br>the kibbutz’s energy needs |
| Singular noun of 2 or more words, the last word being a plural ending in ‘s’ | Add an apostrophe only | the Australian Bureau of Statistics’ office<br>a Department of Social Services’ project<br>the United States’ representatives |
| Plural nouns that end in letter ‘s’ | Add an apostrophe only | both committees’ reports<br>the Joneses’ submission<br>the Sanchezes’ security passes |
| Plural nouns that don’t end in ‘s’ | Add an apostrophe and ‘s’ | our children’s education<br>the sheep’s wool<br>the gateaux’s boxes |
| Proper names ending in letter ‘s’ | Add an apostrophe and another ‘s’, even if you don’t pronounce that final ‘s’ | Burns’s report<br>James’s profession<br>Laos’s population<br>Louis’s supervisor<br>Jesus’s disciples |
| More than one noun: individual possession | Add an apostrophe and ‘s’ after each noun | Smith’s and Miller’s offices |
| More than one noun: joint possession | Add an apostrophe and ‘s’ after the last noun only | Smith and Miller’s report<br>Julie and Karl’s children |
| Singular compound noun | Add an apostrophe and ‘s’ after the compound | the attorney-general’s speeches<br>the owner-occupier’s accountant |
| Plural compound nouns ending in ‘s’ | Add an apostrophe after the compound | all owner-occupiers’ tax concessions |
| Plural compound nouns that don’t end in ‘s’ | Add an apostrophe and ‘s’ after the compound | the attorneys-general’s meeting |
---",Style Guide Content/Apostrophes.md,1416,3352,
924b195b-cd81-4c4c-a346-55316ac0e7d5,Apostrophes.md,"['Apostrophes', 'A descriptive phrase doesn’t need an apostrophe']",62,90,239,#apostrophes/a-descriptive-phrase-doesnt-need-an-apostrophe,,"## A descriptive phrase doesn’t need an apostrophe
Some nouns are descriptive rather than possessive. In a descriptive noun phrase, the first noun modifies the second noun by operating as a definitive adjective.
Don’t use an apostrophe for these nouns.
The first noun is essential to the meaning of the second noun. Never separate the nouns in a descriptive phrase.
**Example**
> workers compensation [A type of insurance]  
> visitors book [A type of book]  
> drivers licence [A type of licence]
Only add an apostrophe when showing possession.
**Example**
> They signed the visitors book. [Descriptive]  
> Her visitor’s book was lying on the table. [Possessive]  
> She attended a directors meeting. [Descriptive]  
> The director’s meetings don’t have an agenda. [Possessive]  
> You must hold a valid drivers licence. [Descriptive]  
> The officer asked to see the driver’s licence. [Possessive]  
> Each state administers workers compensation. [Descriptive]  
> Our workers’ compensation for overtime is time off in lieu. [Possessive]
*Note:* The Style Manual recognises ‘workers compensation’ as descriptive. Some agencies may use an apostrophe in this phrase.
---",Style Guide Content/Apostrophes.md,3354,4525,
04a2c4de-f928-4fd5-bd50-32584d31e9eb,Apostrophes.md,"['Apostrophes', 'Add an apostrophe and ‘s’ to form a possessive shortened form']",91,136,226,#apostrophes/add-an-apostrophe-and-s-to-form-a-possessive-shortened-form,,"## Add an apostrophe and ‘s’ to form a possessive shortened form
There are 4 types of shortened forms: abbreviations, contractions, acronyms and initialisms.
Add an apostrophe and ‘s’ to show possession.
**Example**
> Tassie’s new permit system [Abbreviation]  
> ASIO’s files [Acronym]  
> Cth’s Act [Contraction]  
> ABS’s work plan [Initialism]
**Consider:** Can a descriptive phrase replace the possessive form?
> ASIO files  
> Qantas aircraft  
> US data use agreements  
> ABS work plans
---
### Add ‘s’ to make a plural shortened form – not apostrophe and ‘s’
Correct:
> MPs, LGAs, PCs
Incorrect:
> MP’s, LGA’s, PC’s
Add an apostrophe to plural shortened forms to show possession:
> MPs’ entitlements  
> POWs’ repatriation
---
### Don’t use a possessive when defining a shortened form
Correct:
> The Department of Veterans’ Affairs (DVA) … DVA supports …  
> Australian Securities and Investments Commission (ASIC) … ASIC created …
Incorrect:
> Department of Veterans’ Affairs’ (DVA’s) website …  
> Australian Securities and Investments Commission’s (ASIC’s) Moneysmart …
---",Style Guide Content/Apostrophes.md,4527,5612,
f3249cb8-3cd8-4314-8b7d-fe0c8a974ce8,Apostrophes.md,"['Apostrophes', 'A possessive pronoun doesn’t need an apostrophe']",137,148,61,#apostrophes/a-possessive-pronoun-doesnt-need-an-apostrophe,,"## A possessive pronoun doesn’t need an apostrophe
Possessive pronouns and possessive determiners never take an apostrophe.
**Example**
> This is your office. That is theirs.  
> The fault is ours.  
> Put the report in its place.  
> It was my idea not yours!
---",Style Guide Content/Apostrophes.md,5614,5878,
db57ff6c-8357-4970-a0f5-ad38dd657b3f,Apostrophes.md,"['Apostrophes', 'Don’t use an apostrophe for an Australian place name']",149,156,25,#apostrophes/dont-use-an-apostrophe-for-an-australian-place-name,,"## Don’t use an apostrophe for an Australian place name
**Example**
> Kings Cross  
> Mrs Macquaries Chair
---",Style Guide Content/Apostrophes.md,5880,5990,
7c04169c-2e77-4164-9a04-5bdb9c634edf,Apostrophes.md,"['Apostrophes', 'Don’t use an apostrophe for a period of time']",157,169,55,#apostrophes/dont-use-an-apostrophe-for-a-period-of-time,,"## Don’t use an apostrophe for a period of time
Plural time periods are descriptive, not possessive.  
**Example:**
> 6 weeks time  
> 3 months wages
Singular time periods use an apostrophe:
> a day’s work  
> the year’s cycle
---",Style Guide Content/Apostrophes.md,5992,6222,
0e0ac029-5b97-4d8c-9564-a192c21d27cd,Apostrophes.md,"['Apostrophes', 'An apostrophe shows a contraction']",170,181,44,#apostrophes/an-apostrophe-shows-a-contraction,,"## An apostrophe shows a contraction
Apostrophes indicate omitted letters.
**Example**
> I haven’t seen the report.  
> It’s a busy day.
*Note:* Don’t confuse *it’s* (it is/it has) with *its* (possessive).
---",Style Guide Content/Apostrophes.md,6224,6433,
2ebffc18-9eed-4ee8-a89d-56894cb74909,Apostrophes.md,"['Apostrophes', 'Don’t use an apostrophe to make a noun plural']",182,202,100,#apostrophes/dont-use-an-apostrophe-to-make-a-noun-plural,,"## Don’t use an apostrophe to make a noun plural
Correct:
> the 2020s, committee reports, newer 747s, fresh avocados
Incorrect:
> the 2020’s, committee report’s, newer 747’s, fresh avocado’s
Also, pluralise phrases without apostrophes:
> dos and don’ts  
> ifs, ands or buts  
> ums and ahs  
> thank-yous
Single letters and digits: add apostrophe for clarity:
> 0’s and 1’s  
> dot your i’s and cross your t’s  
> too many s’s
---",Style Guide Content/Apostrophes.md,6435,6866,
4d3a7585-441b-4f83-b443-b346730cb853,Apostrophes.md,"['Apostrophes', 'An apostrophe can stand in for a sound']",203,212,33,#apostrophes/an-apostrophe-can-stand-in-for-a-sound,,"## An apostrophe can stand in for a sound
Used in transliterations to indicate a glottal stop or similar.
**Example**
> Qur’an  
> Ge’ez
---",Style Guide Content/Apostrophes.md,6868,7008,
43f09baf-483a-42a1-9c18-9c004972e849,Apostrophes.md,"['Apostrophes', 'Some official names have apostrophes']",213,224,37,#apostrophes/some-official-names-have-apostrophes,,"## Some official names have apostrophes
Follow the official spelling.
**Example**
> National Farmers’ Federation  
> Australian Workers Union  
> Energy Ministers’ Meeting  
> Education Ministers Meeting
---",Style Guide Content/Apostrophes.md,7010,7217,
886e11a7-74ec-4ef9-8e23-1446dda7a12c,Apostrophes.md,"['Apostrophes', 'Release notes']",225,230,31,#apostrophes/release-notes,,"## Release notes
The digital edition consolidates apostrophe guidance and adds examples on shortened forms, determiners, pluralised non-nouns, and apostrophes representing sounds.
---",Style Guide Content/Apostrophes.md,7219,7402,
5dd2c386-7b6b-40f4-9db0-877e47caa108,Apostrophes.md,"['Apostrophes', 'References']",231,239,57,#apostrophes/references,,"## References
Oxford University Press (2016) *New Oxford style manual*  
University of Chicago (2017) *Chicago manual of style*  
Cambridge Dictionary (2021) Pronouns: possessive  
Macquarie Dictionary (2021) Punctuation guide  
Merriam-Webster (2021) Why do we use apostrophes to show possession?
_Last updated: 17 January 2025_",Style Guide Content/Apostrophes.md,7404,7733,
408a802e-7365-41c0-99ef-d93694c068db,Australian Defence Force.md,['Australian Defence Force'],1,6,48,#australian-defence-force,,"# Australian Defence Force
Use the correct title and style to refer to members of the armed services. This guidance is intended primarily for users outside the Department of Defence and the Australian Defence Force.
---",Style Guide Content/Australian Defence Force.md,0,219,
13312c4e-d763-47da-a502-2b10b9095001,Australian Defence Force.md,"['Australian Defence Force', 'Guidance']",7,19,102,#australian-defence-force/guidance,,"## Guidance
- Use terminology correctly  
- Follow the order of precedence for the 3 arms of the ADF  
- Address members of the ADF by rank, name and post-nominals  
- Address chaplains and maritime spiritual wellbeing officers by title  
- Address retired officers of the ADF by rank  
- Avoid using the shortened forms of ranks  
- Address members of the ADF correctly in emails and letters  
- Ranks and salutations (in order of precedence)
---",Style Guide Content/Australian Defence Force.md,221,668,
a4a0d1dd-c9c8-4284-9504-1f2922787e0d,Australian Defence Force.md,"['Australian Defence Force', 'Use terminology correctly']",20,37,218,#australian-defence-force/use-terminology-correctly,,"## Use terminology correctly
Use the term **‘Defence’** when you mean both the Department of Defence and the Australian Defence Force (ADF). ‘Defence’ is used to represent the organisation as a whole.
‘Defence’ has an initial capital when it is part of a formal name or title. Use lower case for generic references.
Use **‘Australian Defence Force’** and **‘ADF’** when referring to the Royal Australian Navy, Australian Army and Royal Australian Air Force, commanded by the Chief of the Defence Force.
Use **‘Department of Defence’** when referring to the department, headed by the Secretary of the Department of Defence.
**Example**
> Defence engages with industry to deliver procurement outcomes that support departmental and ADF capability.  
> The institute’s paper examines the implications for our defence strategy over the next decade.  
> The aim is to support Australian Defence Force personnel and their families as they transition from military to civilian life.  
> The Department of Defence operates under the Public Service Act 1999.
---",Style Guide Content/Australian Defence Force.md,670,1722,
43c7ee51-a35b-4bfc-aa2a-b262fdbd95d1,Australian Defence Force.md,"['Australian Defence Force', 'Follow the order of precedence for the 3 arms of the ADF']",38,56,121,#australian-defence-force/follow-the-order-of-precedence-for-the-3-arms-of-the-adf,,"## Follow the order of precedence for the 3 arms of the ADF
There are 3 arms of the ADF, known collectively as the ‘services’ (‘Services’ inside Defence). When referring to the services, follow the order of precedence established by the Defence Act 1903:
1. Royal Australian Navy  
2. Australian Army  
3. Royal Australian Air Force
Always use initial capitals when writing the short names of the services:
- Navy  
- Army  
- Air Force
**Example**
> Defence Reserves are an essential part of the Navy, Army and Air Force
---",Style Guide Content/Australian Defence Force.md,1724,2249,
abe81ccf-8b3a-41f7-95bb-a758082f48b5,Australian Defence Force.md,"['Australian Defence Force', 'Address members of the ADF by rank, name and post-nominals']",57,128,383,#australian-defence-force/address-members-of-the-adf-by-rank-name-and-post-nominals,,"## Address members of the ADF by rank, name and post-nominals
Order when writing a name:
1. rank  
2. given name or initials  
3. family name  
4. post-nominals  
5. service (for commissioned officers in the Navy only)
Use this format:
- the first time you write their name in body text  
- in address blocks in correspondence  
- when introducing an ADF member as speaker  
- in official records of proceedings  
- in lists in organisational publications such as annual reports
**Example**
> Rear Admiral Robert W Plath AM RAN  
> Lieutenant General Susan Coyle AM CSC DSM  
> Air Marshal Mel Hupfeld AO DSC
**Subsequent mentions**: use rank and family name.
> Chief Petty Officer Ray Rosendale CSM … Chief Petty Officer Rosendale …
---
### Only one rank has a hyphen
Military ranks of more than one word are written as separate words. **Do not hyphenate**, except for **Air Vice-Marshal**.
**Example**
> Acting Sub Lieutenant DW Midson RAN  
> Warrant Officer Class One K Felmingham NSC OAM  
> Air Vice-Marshal Catherine Roberts AM CSC
---
### Post-nominals
Post-nominals are letters after a name representing academic, civil or military awards.
- Write them after the family name, before ‘RAN’.  
- Don’t use commas before or between them.
**Example**
> Commander Algirdus Diciunas MBE CSM RAN  
> Lieutenant General Natasha Fox AO CSC  
> Air Commodore Michael Kitcher AM DSC
---
### ‘RAN’ for Navy commissioned officers
Use **‘RAN’** for all commissioned Navy officers after family name and post-nominals.
**Example**
> Captain Catherine Wilsen AO [Army]  
> Captain Stephen Beckmann AO CSC RAN [Navy]
---
### Knighted ADF members
Place military rank before titles like ‘Sir’ or ‘Dame’.
**Example**
> General Sir John Monash GCMG KBE VD
---",Style Guide Content/Australian Defence Force.md,2251,3997,
218c7c86-061f-489a-aee2-6665a07d0bfd,Australian Defence Force.md,"['Australian Defence Force', 'Address chaplains and maritime spiritual wellbeing officers by title']",129,144,97,#australian-defence-force/address-chaplains-and-maritime-spiritual-wellbeing-officers-by-title,,"## Address chaplains and maritime spiritual wellbeing officers by title
Army and Air Force chaplains wear military rank.  
Navy chaplains and MSWOs do not – they use chaplaincy/MSWO titles.
Titles include:
- **Chaplains**: Principal Chaplain, Senior Chaplain, Principal Air Chaplain, Chaplain  
- **MSWOs**: Principal Maritime Spiritual Wellbeing Officer, Senior Maritime Spiritual Wellbeing Officer, Maritime Spiritual Wellbeing Officer
**Example**
> Principal Chaplain Darren Jaensch [Army]  
> Maritime Spiritual Wellbeing Officer Tammy Dunne [Navy]
---",Style Guide Content/Australian Defence Force.md,3999,4555,
7342c0ab-2049-4a32-b557-700af62f05e8,Australian Defence Force.md,"['Australian Defence Force', 'Address retired officers of the ADF by rank']",145,153,45,#australian-defence-force/address-retired-officers-of-the-adf-by-rank,,"## Address retired officers of the ADF by rank
Commissioned officers who retire can keep their rank, with **‘(Retd)’** after post-nominals.
**Example**
> General the Honourable Sir Peter Cosgrove AK CVO MC (Retd)
---",Style Guide Content/Australian Defence Force.md,4557,4773,
7b27af8f-cbb7-4986-96fa-02225ee5c4e3,Australian Defence Force.md,"['Australian Defence Force', 'Avoid using the shortened forms of ranks']",154,165,36,#australian-defence-force/avoid-using-the-shortened-forms-of-ranks,,"## Avoid using the shortened forms of ranks
Outside Defence, write full rank names.
**Write this**
> Lieutenant T Smith
**Not this**
> LT T Smith
---",Style Guide Content/Australian Defence Force.md,4775,4924,
dddb0c18-1c98-4d8d-b732-533c8fb8a8c1,Australian Defence Force.md,"['Australian Defence Force', 'Address members of the ADF correctly in emails and letters']",166,210,197,#australian-defence-force/address-members-of-the-adf-correctly-in-emails-and-letters,,"## Address members of the ADF correctly in emails and letters
### Address blocks
Format:
1. rank  
2. given name or initials  
3. family name  
4. post-nominals  
5. ‘RAN’ for commissioned Navy officers  
6. ‘(Retd)’ for retired commissioned officers who retain rank  
7. postal address
**Example**
> Brigadier Ana Duncan AM CSC  
> Commandant Royal Military College-Duntroon  
> Staff Cadet Avenue  
> Campbell ACT 2612
---
### Salutations
Depends on rank. Never include post-nominals. Never use a comma.
**Commissioned officers (senior)** – *Dear [Rank]*
> Dear Brigadier
**Mid-level officers** – *Dear [Rank Family name]*
> Dear Lieutenant Commander Sturdy
**Junior officers** – *Dear [Honorific Family name]* or *Dear [Rank Family name]*
> Dear Mr Collins  
> Dear Officer Cadet Collins
**Other ranks** – *Dear [Rank Family name]*
> Dear Lance Corporal Fenech
**Chaplains & MSWOs** – *Dear [Title]*
> Dear Chaplain  
> Dear Maritime Spiritual Wellbeing Officer
---",Style Guide Content/Australian Defence Force.md,4926,5894,
d9f9956b-db32-49da-bc29-3247648124a6,Australian Defence Force.md,"['Australian Defence Force', 'Ranks and salutations (in order of precedence)']",211,246,306,#australian-defence-force/ranks-and-salutations-in-order-of-precedence,,"## Ranks and salutations (in order of precedence)
### Commissioned officer ranks
| Navy | Army | Air Force | Salutation rule | Example |
|------|------|-----------|-----------------|---------|
| Admiral (CDF) | General (CDF) | Air Chief Marshal (CDF) | Dear [Rank] | Dear Admiral |
| Vice Admiral | Lieutenant General | Air Marshal | Dear [Rank] | Dear Lieutenant General |
| Rear Admiral | Major General | Air Vice-Marshal | Dear [Rank] | Dear Air Vice-Marshal |
| Commodore | Brigadier | Air Commodore | Dear [Rank] | Dear Commodore |
| Captain | Colonel | Group Captain | Dear [Rank] | Dear Colonel |
| Commander | Lieutenant Colonel | Wing Commander | Dear [Rank Family name] | Dear Wing Commander Smith |
| Lieutenant Commander | Major | Squadron Leader | Dear [Rank Family name] | Dear Lieutenant Commander Mabo |
| Lieutenant | Captain | Flight Lieutenant | Dear [Rank Family name] | Dear Captain Tatipata |
| Sub Lieutenant | Lieutenant | Flying Officer | Dear [Honorific Family name] | Dear Ms Rossi |
| Acting Sub Lieutenant | Second Lieutenant | Pilot Officer | Dear [Honorific Family name] | Dear Mr Müller |
| Midshipman | Officer Cadet | Officer Cadet | Dear [Honorific Family name] | Dear Dr Wong |
\* If honorific unknown, use *Dear [Rank Family name]*.
---
### Other ranks",Style Guide Content/Australian Defence Force.md,5896,7185,
5be11273-daae-4f05-a330-2895110f6052,Australian Defence Force.md,"['Australian Defence Force', 'Ranks and salutations (in order of precedence)', 'Other ranks']",235,247,315,#australian-defence-force/ranks-and-salutations-in-order-of-precedence,,"| Navy | Army | Air Force | Salutation rule | Example |
|------|------|-----------|-----------------|---------|
| Warrant Officer of the Navy | Regimental Sergeant Major of the Army | Warrant Officer of the Air Force | Dear [Rank Family name] | Dear Warrant Officer Patel |
| Warrant Officer | Warrant Officer Class 1 | Warrant Officer | Dear [Rank Family name] | Dear Warrant Officer Pappas |
| Chief Petty Officer | Warrant Officer Class 2 | Flight Sergeant | Dear [Rank Family name] | Dear Warrant Officer Wikilyiri |
| n/a | Staff Sergeant | n/a | Dear [Rank Family name] | Dear Staff Sergeant Ivanov |
| Petty Officer | Sergeant | Sergeant | Dear [Rank Family name] | Dear Sergeant Andersson |
| Leading Seaman | Corporal | Corporal | Dear [Rank Family name] | Dear Leading Seaman Setiawan |
| n/a | Lance Corporal | n/a | Dear [Rank Family name] | Dear Lance Corporal Lim |
| Able Seaman | n/a | Leading Aircraftman / Leading Aircraftwoman | Dear [Rank Family name] | Dear Leading Aircraftman Johnson |
| Seaman | Private | Aircraftman / Aircraftwoman | Dear [Rank Family name] | Dear Aircraftwoman Garcia |
| Trainee | Trainee | Trainee | Dear [Rank Family name] | Dear Trainee Ferran |
| Recruit | Recruit | Aircraftman Recruit / Aircraftwoman Recruit | Dear [Rank Family name] | Dear Recruit Rarru |",Style Guide Content/Australian Defence Force.md,0,0,
93a0b57f-a621-4788-8350-7f47e148b561,Australian Defence Force.md,"['Australian Defence Force', 'Ranks and salutations (in order of precedence)', 'Other ranks']",249,266,117,#australian-defence-force/ranks-and-salutations-in-order-of-precedence,,"---
### Chaplains
| Navy | Army | Air Force | Salutation rule | Example |
|------|------|-----------|-----------------|---------|
| Principal Chaplain / Senior Chaplain | Principal Chaplain / Chaplain | Principal Air Chaplain / Chaplain | Dear [Chaplaincy title] | Dear Chaplain Pope |
---
### Maritime Spiritual Wellbeing Officers
| Navy | Army | Air Force | Salutation rule | Example |
|------|------|-----------|-----------------|---------|
| Principal MSWO / Senior MSWO / MSWO | n/a | n/a | Dear [MSWO title] | Dear Senior Maritime Spiritual Wellbeing Officer |
---",Style Guide Content/Australian Defence Force.md,7187,7757,
9fe22036-446a-4f29-8e34-64b4ea8c4f45,Australian Defence Force.md,"['Australian Defence Force', 'Release notes']",267,273,74,#australian-defence-force/release-notes,,"## Release notes
- Digital edition broadly follows the *Australian Defence Force writing manual*.  
- Consolidates sixth edition, updates examples, adds MSWO guidance.  
- Includes capitalisation guidance for internal military use.  
- Does not follow sixth edition’s requirement for commas in post-nominals (aligns with minimal punctuation approach).  
- Content Guide had no prior ADF rank/address info.",Style Guide Content/Australian Defence Force.md,7759,8164,
649a7ada-1eb9-4463-9caf-f38d9ba9afd2,Australian place names.md,['Australian place names'],1,6,36,#australian-place-names,,"# Australian place names
Spell official place names correctly. Follow style rules so people recognise names for other public places. Use standard shortened forms in addresses.
---",Style Guide Content/Australian place names.md,0,179,
87a46bfb-32d8-4346-a2e6-1b8e598d3548,Australian place names.md,"['Australian place names', 'Guidance']",7,16,69,#australian-place-names/guidance,,"## Guidance
- [Check official place names and style them correctly](#check-official-place-names-and-style-them-correctly)  
- [Use capitals for names of places, roads and streets](#use-capitals-for-names-of-places-roads-and-streets)  
- [Use shortened forms for addresses](#use-shortened-forms-for-addresses)  
- [Write the names of buildings, structures and public places with an initial capital](#write-the-names-of-buildings-structures-and-public-places-with-an-initial-capital)  
- [Shorten names for states and territories in 4 situations](#shorten-names-for-states-and-territories-in-4-situations)
---",Style Guide Content/Australian place names.md,181,788,
4ddf4832-9756-4677-859f-4cda996dca47,Australian place names.md,"['Australian place names', 'Check official place names and style them correctly']",17,56,387,#australian-place-names/check-official-place-names-and-style-them-correctly,,"## Check official place names and style them correctly
Using official Australian place names helps us all communicate more clearly. You can check the spelling of a place name using the [Australian Place Names dataset](https://data.gov.au/dataset/ds-dga-94f7b168-92a5-4d2a-9346-997bc4f708f7).
If still unsure, contact the relevant state or territory naming authority. You can click on the government logos in the search results from the dataset. They will take you to the jurisdictional webpage.
Official place names are generally given under Acts of parliament and associated rules. Each state and territory has its own legal and administrative processes.
National principles for naming are intended to provide consistency across the country. This helps ensure that wherever we go in Australia, we find names are chosen and spelt in a common way.
Place names reflect culture at various points throughout history. Because of this reality, there may appear to be exceptions to the general rules given in this guide.
There are many First Nations naming systems across Australia. These were in place before the official national system and continue today.
Many names from First Nations languages have become official names, used by all Australians. There are also many that have not. Consult directly with relevant communities about conventions for naming and spelling in specific First Nations languages.
### Spelling and capitalisation
Australian place names are proper nouns, written using standard Australian English. Place names:
- use a standard 26 character alphabet  
- don’t use diacritical marks  
- are not possessive  
- don’t generally have punctuation.
Some Australian place names stem from other languages. Spelling and capitalisation can change when they’re adopted as an official Australian place name. For example, the official spelling:
- loses any accent marks or diacritics  
- adds capitalisation.
**Correct**  
D’Entrecasteaux
**Incorrect**  
d’Entrecasteaux
---
### Punctuation",Style Guide Content/Australian place names.md,790,2787,
020fe30a-6834-4aec-9c33-a3c334ac3296,Australian place names.md,"['Australian place names', 'Check official place names and style them correctly', 'Punctuation']",57,57,36,#australian-place-names/check-official-place-names-and-style-them-correctly,,Hyphens and apostrophes can be part of an official name. They appear if they were part of the name of the person commemorated by the place name.,Style Guide Content/Australian place names.md,0,0,
